caso_de_uso,versao,caso_de_teste,classificacao,qtd_linhas_alteradas_no_modelo_mais_antigo,alteracoes_detectadas_na_metrica_da_ferramenta,total_linhas_no_modelo_mais_antigo
extracao_em_modo_llt,3,723,1,1,1,98
extracao_em_modo_llt,3,724,1,1,1,98
extracao_em_modo_llt,3,725,1,1,1,98
extracao_em_modo_llt,3,726,1,1,1,98
extracao_em_modo_llt,3,727,1,1,1,98
extracao_em_modo_llt,3,728,1,1,1,98
extracao_em_modo_llt,3,729,1,1,1,98
extracao_em_modo_llt,3,730,1,1,1,98
extracao_em_modo_llt,3,731,1,1,1,98
extracao_em_modo_llt,3,732,1,1,1,98
extracao_em_modo_llt,3,733,1,1,1,98
extracao_em_modo_llt,3,734,1,1,1,98
extracao_em_modo_llt,3,735,1,1,1,98
extracao_em_modo_llt,3,736,1,1,1,98
extracao_em_modo_llt,3,737,1,1,1,98
extracao_em_modo_llt,3,738,1,1,1,98
extracao_em_modo_llt,3,739,1,1,1,98
extracao_em_modo_llt,3,740,1,1,1,98
extracao_em_modo_llt,3,741,1,1,1,98
extracao_em_modo_llt,3,742,1,1,1,98
extracao_em_modo_llt,3,743,1,1,1,98
extracao_em_modo_llt,3,744,1,1,1,98
extracao_em_modo_llt,3,745,1,1,1,98
extracao_em_modo_llt,3,746,1,1,1,98
extracao_em_modo_llt,3,747,1,1,1,98
extracao_em_modo_llt,3,748,1,1,1,98
extracao_em_modo_llt,3,749,1,1,1,98
extracao_em_modo_llt,3,750,1,1,1,98
extracao_em_modo_llt,3,751,1,1,1,98
extracao_em_modo_llt,3,752,1,1,1,98
extracao_em_modo_llt,3,753,1,1,1,98
extracao_em_modo_llt,3,754,1,1,1,98
extracao_em_modo_llt,3,755,1,1,1,98
extracao_em_modo_llt,3,756,1,1,1,98
extracao_em_modo_llt,3,757,1,1,1,98
extracao_em_modo_llt,3,758,1,1,1,98
extracao_em_modo_llt,3,759,1,1,1,98
extracao_em_modo_llt,3,760,1,1,1,98
extracao_em_modo_llt,3,761,1,1,1,98
extracao_em_modo_llt,3,762,1,1,1,98
extracao_em_modo_llt,3,763,1,1,1,98
extracao_em_modo_llt,3,764,1,1,1,98
extracao_em_modo_llt,3,765,1,1,1,98
extracao_em_modo_llt,3,766,1,1,1,98
extracao_em_modo_llt,3,767,1,1,1,98
extracao_em_modo_llt,3,768,1,1,1,98
extracao_em_modo_llt,3,769,1,1,1,98
extracao_em_modo_llt,3,770,1,1,1,98
extracao_em_modo_llt,3,771,1,1,1,98
extracao_em_modo_llt,3,772,1,1,1,98
extracao_em_modo_llt,3,773,1,1,1,98
extracao_em_modo_llt,3,774,1,1,1,98
extracao_em_modo_llt,3,775,1,1,1,98
extracao_em_modo_llt,3,776,1,1,1,98
extracao_em_modo_llt,3,777,1,1,1,98
extracao_em_modo_llt,3,778,1,1,1,98
extracao_em_modo_llt,3,779,1,1,1,98
extracao_em_modo_llt,3,780,1,1,1,98
extracao_em_modo_llt,3,781,1,1,1,98
extracao_em_modo_llt,3,782,1,1,1,98
extracao_em_modo_llt,3,783,1,1,1,98
extracao_em_modo_llt,3,784,1,1,1,98
extracao_em_modo_llt,3,785,1,1,1,98
extracao_em_modo_llt,3,786,1,1,1,98
extracao_em_modo_llt,3,787,1,1,1,98
extracao_em_modo_llt,3,788,1,1,1,98
extracao_em_modo_llt,3,789,1,1,1,98
extracao_em_modo_llt,3,790,1,1,1,98
extracao_em_modo_llt,3,791,1,1,1,98
extracao_em_modo_llt,3,792,1,1,1,98
extracao_em_modo_llt,3,793,1,1,1,98
extracao_em_modo_llt,3,794,1,1,1,98
extracao_em_modo_llt,3,795,1,1,1,98
extracao_em_modo_llt,3,796,1,1,1,98
extracao_em_modo_llt,3,797,1,1,1,98
extracao_em_modo_llt,3,798,1,1,1,98
extracao_em_modo_llt,3,799,1,1,1,98
extracao_em_modo_llt,3,800,1,1,1,98
extracao_em_modo_llt,3,801,1,1,1,98
extracao_em_modo_llt,3,802,1,1,1,98
extracao_em_modo_llt,3,803,1,1,1,98
extracao_em_modo_llt,3,804,1,1,1,98
extracao_em_modo_llt,3,805,1,1,1,98
extracao_em_modo_llt,3,806,1,1,1,98
extracao_em_modo_llt,3,807,1,1,1,98
extracao_em_modo_llt,3,808,1,1,1,98
extracao_em_modo_llt,3,809,1,1,1,98
extracao_em_modo_llt,3,810,1,1,1,98
extracao_em_modo_llt,3,811,1,1,1,98
extracao_em_modo_llt,3,812,1,1,1,98
extracao_em_modo_llt,3,813,1,1,1,98
extracao_em_modo_llt,3,814,1,1,1,98
extracao_em_modo_llt,3,815,1,1,1,98
extracao_em_modo_llt,3,816,1,1,1,98
extracao_em_modo_llt,3,817,1,1,1,98
extracao_em_modo_llt,3,818,1,1,1,98
extracao_em_modo_llt,3,819,1,1,1,98
extracao_em_modo_llt,3,820,1,1,1,98
extracao_em_modo_llt,3,821,1,1,1,98
extracao_em_modo_llt,3,822,1,1,1,98
extracao_em_modo_llt,3,823,1,1,1,98
extracao_em_modo_llt,3,824,1,1,1,98
extracao_em_modo_llt,3,825,1,1,1,98
extracao_em_modo_llt,3,826,1,1,1,98
extracao_em_modo_llt,3,827,1,1,1,98
extracao_em_modo_llt,3,828,1,1,1,98
extracao_em_modo_llt,3,829,1,1,1,98
extracao_em_modo_llt,3,830,1,1,1,98
extracao_em_modo_llt,3,831,1,1,1,98
extracao_em_modo_llt,3,832,1,1,1,98
extracao_em_modo_llt,3,833,1,1,1,98
extracao_em_modo_llt,3,834,1,1,1,98
extracao_em_modo_llt,3,835,1,1,1,98
extracao_em_modo_llt,3,836,1,1,1,98
extracao_em_modo_llt,3,837,1,1,1,98
extracao_em_modo_llt,3,838,2,1,1,98
extracao_em_modo_llt,3,839,1,1,1,98
extracao_em_modo_llt,3,840,1,1,1,98
extracao_em_modo_llt,3,841,1,1,1,98
extracao_em_modo_llt,3,842,1,1,1,98
extracao_em_modo_llt,3,843,1,1,1,98
extracao_em_modo_llt,3,844,1,1,1,98
extracao_em_modo_llt,3,845,1,1,1,98
extracao_em_modo_llt,3,846,1,1,1,98
extracao_em_modo_llt,3,847,1,1,1,98
extracao_em_modo_llt,3,848,1,1,1,98
extracao_em_modo_llt,3,849,1,1,1,98
extracao_em_modo_llt,3,850,1,1,1,98
extracao_em_modo_llt,3,851,1,1,1,98
extracao_em_modo_llt,3,852,1,1,1,98
extracao_em_modo_llt,3,853,1,1,1,98
extracao_em_modo_llt,3,854,1,1,1,98
extracao_em_modo_llt,3,855,1,1,1,98
extracao_em_modo_llt,3,856,1,1,1,98
extracao_em_modo_llt,3,857,1,1,1,98
extracao_em_modo_llt,3,858,1,1,1,98
extracao_em_modo_llt,3,859,1,1,1,98
extracao_em_modo_llt,3,860,1,1,1,98
extracao_em_modo_llt,3,861,1,1,1,98
extracao_em_modo_llt,3,862,1,1,1,98
extracao_em_modo_llt,3,863,1,1,1,98
extracao_em_modo_llt,3,864,1,1,1,98
extracao_em_modo_llt,3,865,1,1,1,98
extracao_em_modo_llt,3,866,1,1,1,98
extracao_em_modo_llt,3,867,1,1,1,98
extracao_em_modo_llt,3,868,1,1,1,98
extracao_em_modo_llt,3,869,1,1,1,98
extracao_em_modo_llt,3,870,1,1,1,98
extracao_em_modo_llt,3,871,1,1,1,98
extracao_em_modo_llt,3,872,1,1,1,98
extracao_em_modo_llt,3,873,1,1,1,98
extracao_em_modo_llt,3,874,1,1,1,98
extracao_em_modo_llt,3,875,1,1,1,98
extracao_em_modo_llt,3,876,1,1,1,98
extracao_em_modo_llt,3,877,1,1,1,98
extracao_em_modo_llt,3,878,1,1,1,98
extracao_em_modo_llt,3,879,1,1,1,98
extracao_em_modo_llt,3,880,1,1,1,98
extracao_em_modo_llt,3,881,1,1,1,98
extracao_em_modo_llt,3,882,1,1,1,98
extracao_em_modo_llt,3,883,1,1,1,98
extracao_em_modo_llt,3,884,1,1,1,98
extracao_em_modo_llt,3,885,1,1,1,98
extracao_em_modo_llt,3,886,1,1,1,98
extracao_em_modo_llt,3,887,1,1,1,98
extracao_em_modo_llt,3,888,1,1,1,98
extracao_em_modo_llt,3,889,1,1,1,98
extracao_em_modo_llt,3,890,1,1,1,98
extracao_em_modo_llt,3,891,1,1,1,98
extracao_em_modo_llt,3,892,1,1,1,98
extracao_em_modo_llt,3,893,1,1,1,98
extracao_em_modo_llt,3,894,1,1,1,98
extracao_em_modo_llt,3,895,1,1,1,98
extracao_em_modo_llt,3,896,1,1,1,98
extracao_em_modo_llt,3,897,1,1,1,98
extracao_em_modo_llt,3,898,1,1,1,98
extracao_em_modo_llt,3,899,1,1,1,98
extracao_em_modo_llt,3,900,1,1,1,98
extracao_em_modo_llt,3,901,1,1,1,98
extracao_em_modo_llt,3,902,1,1,1,98
extracao_em_modo_llt,3,903,1,1,1,98
extracao_em_modo_llt,3,904,1,1,1,98
extracao_em_modo_llt,3,905,1,1,1,98
extracao_em_modo_llt,3,906,1,1,1,98
extracao_em_modo_llt,3,907,1,1,1,98
extracao_em_modo_llt,3,908,1,1,1,98
extracao_em_modo_llt,3,909,1,1,1,98
extracao_em_modo_llt,3,910,1,1,1,98
extracao_em_modo_llt,3,911,1,1,1,98
extracao_em_modo_llt,3,912,1,1,1,98
extracao_em_modo_llt,3,913,1,1,1,98
extracao_em_modo_llt,3,914,1,1,1,98
extracao_em_modo_llt,3,915,1,1,1,98
extracao_em_modo_llt,3,916,1,1,1,98
extracao_em_modo_llt,3,917,1,1,1,98
extracao_em_modo_llt,3,918,1,1,1,98
extracao_em_modo_llt,3,919,1,1,1,98
extracao_em_modo_llt,3,920,1,1,1,98
extracao_em_modo_llt,3,921,1,1,1,98
extracao_em_modo_llt,3,922,1,1,1,98
extracao_em_modo_llt,3,923,1,1,1,98
extracao_em_modo_llt,3,924,1,1,1,98
extracao_em_modo_llt,3,925,1,1,1,98
extracao_em_modo_llt,3,926,1,1,1,98
extracao_em_modo_llt,3,927,1,1,1,98
extracao_em_modo_llt,3,928,1,1,1,98
extracao_em_modo_llt,3,929,1,1,1,98
extracao_em_modo_llt,3,930,1,1,1,98
extracao_em_modo_llt,3,931,1,1,1,98
extracao_em_modo_llt,3,932,1,1,1,98
extracao_em_modo_llt,3,933,1,1,1,98
extracao_em_modo_llt,3,934,1,1,1,98
extracao_em_modo_llt,3,935,1,1,1,98
extracao_em_modo_llt,3,936,1,1,1,98
extracao_em_modo_llt,3,937,1,1,1,98
extracao_em_modo_llt,3,938,1,1,1,98
extracao_em_modo_llt,3,939,1,1,1,98
extracao_em_modo_llt,3,940,1,1,1,98
extracao_em_modo_llt,3,941,1,1,1,98
extracao_em_modo_llt,3,942,1,1,1,98
extracao_em_modo_llt,3,943,1,1,1,98
extracao_em_modo_llt,3,944,1,1,1,98
extracao_em_modo_llt,3,945,1,1,1,98
extracao_em_modo_llt,3,946,1,1,1,98
extracao_em_modo_llt,3,947,1,1,1,98
extracao_em_modo_llt,3,948,1,1,1,98
extracao_em_modo_llt,3,949,1,1,1,98
extracao_em_modo_llt,3,950,1,1,1,98
extracao_em_modo_llt,3,951,1,1,1,98
extracao_em_modo_llt,3,952,1,1,1,98
extracao_em_modo_llt,3,953,1,1,1,98
extracao_em_modo_llt,3,954,1,1,1,98
extracao_em_modo_llt,3,955,1,1,1,98
extracao_em_modo_llt,3,956,1,1,1,98
extracao_em_modo_llt,3,957,1,1,1,98
extracao_em_modo_llt,3,958,1,1,1,98
extracao_em_modo_llt,3,959,1,1,1,98
extracao_em_modo_llt,3,960,1,1,1,98
extracao_em_modo_llt,3,961,1,1,1,98
extracao_em_modo_llt,3,962,1,1,1,98
extracao_em_modo_llt,3,963,1,1,1,98
extracao_em_modo_llt,3,964,1,1,1,98
extracao_em_modo_llt,3,965,1,1,1,98
extracao_em_modo_llt,3,966,1,1,1,98
extracao_em_modo_llt,3,967,1,1,1,98
extracao_em_modo_llt,3,968,1,1,1,98
extracao_em_modo_llt,3,969,1,1,1,98
extracao_em_modo_llt,3,970,1,1,1,98
extracao_em_modo_llt,3,971,1,1,1,98
extracao_em_modo_llt,3,972,1,1,1,98
extracao_em_modo_llt,3,973,1,1,1,98
extracao_em_modo_llt,3,974,1,1,1,98
extracao_em_modo_llt,3,975,1,1,1,98
extracao_em_modo_llt,3,976,1,1,1,98
extracao_em_modo_llt,3,977,1,1,1,98
extracao_em_modo_llt,3,978,1,1,1,98
extracao_em_modo_llt,3,979,1,1,1,98
extracao_em_modo_llt,3,980,1,1,1,98
extracao_em_modo_llt,3,981,1,1,1,98
extracao_em_modo_llt,3,982,1,1,1,98
extracao_em_modo_llt,3,983,1,1,1,98
extracao_em_modo_llt,3,984,1,1,1,98
extracao_em_modo_llt,3,985,1,1,1,98
extracao_em_modo_llt,3,986,1,1,1,98
extracao_em_modo_llt,3,987,1,1,1,98
extracao_em_modo_llt,3,988,1,1,1,98
extracao_em_modo_llt,3,989,1,1,1,98
extracao_em_modo_llt,3,990,1,1,1,98
extracao_em_modo_llt,3,991,1,1,1,98
extracao_em_modo_llt,3,992,1,1,1,98
extracao_em_modo_llt,3,993,1,1,1,98
extracao_em_modo_llt,3,994,2,1,1,98
extracao_em_modo_llt,3,995,1,1,1,98
extracao_em_modo_llt,3,996,1,1,1,98
extracao_em_modo_llt,3,997,1,1,1,98
extracao_em_modo_llt,3,998,1,1,1,98
extracao_em_modo_llt,3,999,1,1,1,98
extracao_em_modo_llt,3,1000,1,1,1,98
extracao_em_modo_llt,3,1001,1,1,1,98
extracao_em_modo_llt,3,1002,1,1,1,98
extracao_em_modo_llt,3,1003,1,1,1,98
extracao_em_modo_llt,3,1004,1,1,1,98
extracao_em_modo_llt,3,1005,1,1,1,98
extracao_em_modo_llt,3,1006,1,1,1,98
extracao_em_modo_llt,3,1007,1,1,1,98
extracao_em_modo_llt,3,1008,1,1,1,98
extracao_em_modo_llt,3,1009,1,1,1,98
extracao_em_modo_llt,3,1010,1,1,1,98
extracao_em_modo_llt,3,1011,1,1,1,98
extracao_em_modo_llt,3,1012,1,1,1,98
extracao_em_modo_llt,3,1013,1,1,1,98
extracao_em_modo_llt,3,1014,1,1,1,98
extracao_em_modo_llt,3,1015,1,1,1,98
extracao_em_modo_llt,3,1016,1,1,1,98
extracao_em_modo_llt,3,1017,1,1,1,98
extracao_em_modo_llt,3,1018,1,1,1,98
extracao_em_modo_llt,3,1019,1,1,1,98
extracao_em_modo_llt,3,1020,1,1,1,98
extracao_em_modo_llt,3,1021,1,1,1,98
extracao_em_modo_llt,3,1022,1,1,1,98
extracao_em_modo_llt,3,1023,1,1,1,98
extracao_em_modo_llt,3,1024,1,1,1,98
extracao_em_modo_llt,3,1025,1,1,1,98
extracao_em_modo_llt,3,1026,1,1,1,98
extracao_em_modo_llt,3,1027,1,1,1,98
extracao_em_modo_llt,3,1028,1,1,1,98
extracao_em_modo_llt,3,1029,1,1,1,98
extracao_em_modo_llt,3,1030,1,1,1,98
extracao_em_modo_llt,3,1031,1,1,1,98
extracao_em_modo_llt,3,1032,1,1,1,98
extracao_em_modo_llt,3,1033,1,1,1,98
extracao_em_modo_llt,3,1034,1,1,1,98
extracao_em_modo_llt,3,1035,1,1,1,98
extracao_em_modo_llt,3,1036,1,1,1,98
extracao_em_modo_llt,3,1037,1,1,1,98
extracao_em_modo_llt,3,1038,1,1,1,98
extracao_em_modo_llt,3,1039,1,1,1,98
extracao_em_modo_llt,3,1040,1,1,1,98
extracao_em_modo_llt,3,1041,1,1,1,98
extracao_em_modo_llt,3,1042,1,1,1,98
extracao_em_modo_llt,3,1043,1,1,1,98
extracao_em_modo_llt,3,1044,1,1,1,98
extracao_em_modo_llt,3,1045,1,1,1,98
extracao_em_modo_llt,3,1046,1,1,1,98
extracao_em_modo_llt,3,1047,1,1,1,98
extracao_em_modo_llt,3,1048,1,1,1,98
extracao_em_modo_llt,3,1049,1,1,1,98
extracao_em_modo_llt,3,1050,1,1,1,98
extracao_em_modo_llt,3,1051,1,1,1,98
extracao_em_modo_llt,3,1052,1,1,1,98
extracao_em_modo_llt,3,1053,1,1,1,98
extracao_em_modo_llt,3,1054,1,1,1,98
extracao_em_modo_llt,3,1055,1,1,1,98
extracao_em_modo_llt,3,1056,1,1,1,98
extracao_em_modo_llt,3,1057,1,1,1,98
extracao_em_modo_llt,3,1058,1,1,1,98
extracao_em_modo_llt,3,1059,1,1,1,98
extracao_em_modo_llt,3,1060,1,1,1,98
extracao_em_modo_llt,3,1061,1,1,1,98
extracao_em_modo_llt,3,1062,1,1,1,98
extracao_em_modo_llt,3,1063,1,1,1,98
extracao_em_modo_llt,3,1064,1,1,1,98
extracao_em_modo_llt,3,1065,1,1,1,98
extracao_em_modo_llt,3,1066,1,1,1,98
extracao_em_modo_llt,3,1067,1,1,1,98
extracao_em_modo_llt,3,1068,1,1,1,98
extracao_em_modo_llt,3,1069,1,1,1,98
extracao_em_modo_llt,3,1070,1,1,1,98
extracao_em_modo_llt,3,1071,1,1,1,98
extracao_em_modo_llt,3,1072,1,1,1,98
extracao_em_modo_llt,3,1073,1,1,1,98
extracao_em_modo_llt,3,1074,1,1,1,98
extracao_em_modo_llt,3,1075,1,1,1,98
extracao_em_modo_llt,3,1076,1,1,1,98
extracao_em_modo_llt,3,1077,1,1,1,98
extracao_em_modo_llt,3,1078,1,1,1,98
extracao_em_modo_llt,3,1079,1,1,1,98
extracao_em_modo_llt,3,1080,1,1,1,98
extracao_em_modo_llt,3,1081,1,1,1,98
extracao_em_modo_llt,3,1082,1,1,1,98
extracao_em_modo_llt,3,1083,1,1,1,98
extracao_em_modo_llt,3,1084,1,1,1,98
extracao_em_modo_llt,3,1085,1,1,1,98
extracao_em_modo_llt,3,1086,1,1,1,98
extracao_em_modo_llt,3,1087,1,1,1,98
extracao_em_modo_llt,3,1088,1,1,1,98
extracao_em_modo_llt,3,1089,1,1,1,98
extracao_em_modo_llt,3,1090,1,1,1,98
extracao_em_modo_llt,3,1091,1,1,1,98
extracao_em_modo_llt,3,1092,1,1,1,98
extracao_em_modo_llt,3,1093,1,1,1,98
extracao_em_modo_llt,3,1094,1,1,1,98
extracao_em_modo_llt,3,1095,1,1,1,98
extracao_em_modo_llt,3,1096,1,1,1,98
extracao_em_modo_llt,3,1097,1,1,1,98
extracao_em_modo_llt,3,1098,1,1,1,98
extracao_em_modo_llt,3,1099,1,1,1,98
extracao_em_modo_llt,3,1100,1,1,1,98
extracao_em_modo_llt,3,1101,1,1,1,98
extracao_em_modo_llt,3,1102,1,1,1,98
extracao_em_modo_llt,3,1103,1,1,1,98
extracao_em_modo_llt,3,1104,1,1,1,98
extracao_em_modo_llt,3,1105,1,1,1,98
extracao_em_modo_llt,3,1106,1,1,1,98
extracao_em_modo_llt,3,1107,1,1,1,98
extracao_em_modo_llt,3,1108,1,1,1,98
extracao_em_modo_llt,3,1109,1,1,1,98
extracao_em_modo_llt,3,1110,1,1,1,98
extracao_em_modo_llt,3,1111,1,1,1,98
extracao_em_modo_llt,3,1112,1,1,1,98
extracao_em_modo_llt,3,1113,1,1,1,98
extracao_em_modo_llt,3,1114,1,1,1,98
extracao_em_modo_llt,3,1115,1,1,1,98
extracao_em_modo_llt,3,1116,1,1,1,98
extracao_em_modo_llt,3,1117,1,1,1,98
extracao_em_modo_llt,3,1118,1,1,1,98
extracao_em_modo_llt,3,1119,1,1,1,98
extracao_em_modo_llt,3,1120,1,1,1,98
extracao_em_modo_llt,3,1121,1,1,1,98
extracao_em_modo_llt,3,1122,1,1,1,98
extracao_em_modo_llt,3,1123,1,1,1,98
extracao_em_modo_llt,3,1124,1,1,1,98
extracao_em_modo_llt,3,1125,1,1,1,98
extracao_em_modo_llt,3,1126,1,1,1,98
extracao_em_modo_llt,3,1127,1,1,1,98
extracao_em_modo_llt,3,1128,1,1,1,98
extracao_em_modo_llt,3,1129,1,1,1,98
extracao_em_modo_llt,3,1130,2,1,1,98
extracao_em_modo_llt,3,1131,1,1,1,98
extracao_em_modo_llt,3,1132,1,1,1,98
extracao_em_modo_llt,3,1133,1,1,1,98
extracao_em_modo_llt,3,1134,1,1,1,98
extracao_em_modo_llt,3,1135,1,1,1,98
extracao_em_modo_llt,3,1136,1,1,1,98
extracao_em_modo_llt,3,1137,1,1,1,98
extracao_em_modo_llt,3,1138,1,1,1,98
extracao_em_modo_llt,3,1139,1,1,1,98
extracao_em_modo_llt,3,1140,1,1,1,98
extracao_em_modo_llt,3,1141,1,1,1,98
extracao_em_modo_llt,3,1142,1,1,1,98
extracao_em_modo_llt,3,1143,1,1,1,98
extracao_em_modo_llt,3,1144,1,1,1,98
extracao_em_modo_llt,3,1145,1,1,1,98
extracao_em_modo_llt,3,1146,1,1,1,98
extracao_em_modo_llt,3,1147,1,1,1,98
extracao_em_modo_llt,3,1148,1,1,1,98
extracao_em_modo_llt,3,1149,1,1,1,98
extracao_em_modo_llt,3,1150,1,1,1,98
extracao_em_modo_llt,3,1151,1,1,1,98
extracao_em_modo_llt,3,1152,1,1,1,98
extracao_em_modo_llt,3,1153,1,1,1,98
extracao_em_modo_llt,3,1154,1,1,1,98
extracao_em_modo_llt,3,1155,1,1,1,98
extracao_em_modo_llt,3,1156,1,1,1,98
extracao_em_modo_llt,3,1157,1,1,1,98
extracao_em_modo_llt,3,1158,1,1,1,98
extracao_em_modo_llt,3,1159,1,1,1,98
extracao_em_modo_llt,3,1160,1,1,1,98
extracao_em_modo_llt,3,1161,1,1,1,98
extracao_em_modo_llt,3,1162,1,1,1,98
extracao_em_modo_llt,3,1163,1,1,1,98
extracao_em_modo_llt,3,1164,1,1,1,98
extracao_em_modo_llt,3,1165,1,1,1,98
extracao_em_modo_llt,3,1166,1,1,1,98
extracao_em_modo_llt,3,1167,1,1,1,98
extracao_em_modo_llt,3,1168,1,1,1,98
extracao_em_modo_llt,3,1169,1,1,1,98
extracao_em_modo_llt,3,1170,1,1,1,98
extracao_em_modo_llt,3,1171,1,1,1,98
extracao_em_modo_llt,3,1172,1,1,1,98
extracao_em_modo_llt,3,1173,1,1,1,98
extracao_em_modo_llt,3,1174,1,1,1,98
extracao_em_modo_llt,3,1175,1,1,1,98
extracao_em_modo_llt,3,1176,1,1,1,98
extracao_em_modo_llt,3,1177,1,1,1,98
extracao_em_modo_llt,3,1178,1,1,1,98
extracao_em_modo_llt,3,1179,1,1,1,98
extracao_em_modo_llt,3,1180,1,1,1,98
extracao_em_modo_llt,3,1181,1,1,1,98
extracao_em_modo_llt,3,1182,1,1,1,98
extracao_em_modo_llt,3,1183,1,1,1,98
extracao_em_modo_llt,3,1184,1,1,1,98
extracao_em_modo_llt,3,1185,1,1,1,98
extracao_em_modo_llt,3,1186,1,1,1,98
extracao_em_modo_llt,3,1187,1,1,1,98
extracao_em_modo_llt,3,1188,1,1,1,98
extracao_em_modo_llt,3,1189,1,1,1,98
extracao_em_modo_llt,3,1190,1,1,1,98
extracao_em_modo_llt,3,1191,1,1,1,98
extracao_em_modo_llt,3,1192,1,1,1,98
extracao_em_modo_llt,3,1193,1,1,1,98
extracao_em_modo_llt,3,1194,1,1,1,98
extracao_em_modo_llt,3,1195,1,1,1,98
extracao_em_modo_llt,3,1196,1,1,1,98
extracao_em_modo_llt,3,1197,1,1,1,98
extracao_em_modo_llt,3,1198,1,1,1,98
extracao_em_modo_llt,3,1199,1,1,1,98
extracao_em_modo_llt,3,1200,1,1,1,98
extracao_em_modo_llt,3,1201,1,1,1,98
extracao_em_modo_llt,3,1202,1,1,1,98
